object_id,ra,dec,phot_z,stellar_mass,P_merge,vis_class,tidal_feature_vis,shell,stream,tail,plume,double_nucleus,vis_class_flag
43163412007514834,151.20015631854017,2.4614167622981644,0.19760850071907043,52110000128.0,0.5871142148971558,1,0,0,0,0,0,0,0
37493917737837787,37.11811851484746,-4.994074622790751,0.1166844367980957,4621199872.0,0.9163000583648682,1,0,0,0,0,0,0,0
44223182302902168,149.92763406026856,3.055651298383967,0.15438108146190643,26673000448.0,0.8604782819747925,1,1,0,0,0,1,1,0
41614470706908528,350.2199712333988,-0.8003711498616003,0.21553374826908112,97472004096.0,0.7135541439056396,1,0,0,0,0,0,0,1
37493922032803588,37.143074252611676,-4.851001303980333,0.1552610844373703,13873000448.0,0.9001457691192627,1,0,0,0,0,0,0,0
75338841677917029,243.26345638283334,54.78127845446761,0.18936613202095032,192269991936.0,0.6956795454025269,1,0,0,0,0,0,0,0
75338699944009329,243.60115258480562,54.722031478141616,0.3299729824066162,160089997312.0,0.601685643196106,1,0,0,0,0,0,0,0
41619006192377521,351.576788536174,-0.8355239973049706,0.2980656623840332,101640003584.0,0.953864574432373,1,0,0,0,0,0,0,0
43163261683650227,151.40458483737783,1.783220542248648,0.03925403580069542,5681600000.0,0.9565033912658691,1,1,0,0,0,1,0,0
75343656336259433,244.76114759800356,55.02896035058939,0.2951415181159973,104269996032.0,0.8777341842651367,1,0,0,0,0,0,0,0
38553838357076779,35.79134407222677,-3.9184123573997436,0.17512857913970947,11941999616.0,0.8027454614639282,1,1,0,1,0,1,0,1
42089880636904948,149.58986868292067,1.0935284371204284,0.2011009156703949,12293999616.0,0.9872037768363953,1,0,0,0,0,0,0,0
38553851241979202,35.697265615923406,-3.3431417966715133,0.24232636392116547,57979998208.0,0.7594632506370544,1,0,0,0,0,0,0,0
42691854663191780,353.25969821225044,0.7899529373656115,0.16816343367099762,72746000384.0,0.8993951678276062,1,0,0,0,0,0,0,0
37493917737831260,37.244409807362004,-5.090908821584549,0.07279015332460403,50451001344.0,0.9971486926078796,1,0,0,0,0,0,0,0
75339253994791926,242.07849584661142,54.90515918638596,0.26151415705680847,76232998912.0,0.623584508895874,1,0,0,0,0,0,0,0
44218114241481481,149.39224419794297,3.6527016260689025,0.2648110091686249,23680000000.0,0.6520333290100098,1,0,0,0,0,0,0,0
75959090790036053,243.74614378386337,55.7082705286689,0.08851061016321182,9159900160.0,0.5655921101570129,1,0,0,0,0,0,0,0
75338815908117792,243.0835663979666,53.74445151427951,0.11574892699718475,31064999936.0,0.9933744668960571,1,1,0,0,0,1,1,0
43154048978800227,148.945594375264,1.601890946713671,0.11354444921016693,45425999872.0,0.9465264081954956,1,0,0,0,0,0,0,0
38553567774134221,36.09341161881041,-3.802856060700387,0.14649583399295807,63054000128.0,0.9063647985458374,1,0,0,0,0,0,0,0
37489807454135046,35.244663233542056,-4.48169793778461,0.28179529309272766,19601999872.0,0.8365023136138916,1,0,0,0,0,0,0,0
43154212187572094,148.72549088163476,2.8515242342476532,0.3934013247489929,43232002048.0,0.7703384757041931,1,0,0,0,0,0,0,0
42093862071574638,151.61280132770804,0.9648066085510419,0.06885050237178802,11660999680.0,0.9961400032043457,1,0,0,0,0,0,0,0
38553700918122400,35.873248939995264,-3.982581757739642,0.16738231480121613,9029999616.0,0.559883177280426,1,0,0,0,0,0,0,0
75344038588349155,243.86683920212624,53.734023889305,0.12273085862398148,20930000896.0,0.9351004958152771,1,0,0,0,0,0,0,0
