ra,dec,source
241.4082672806133,54.7001985841693,2509_18274
243.4233413990333,55.98255137973296,2509_18274
350.8060206401448,-0.3282421519470333,2509_18274
34.42571546111945,-5.488287090564461,2509_18274
37.387742629388995,-4.4573653137280225,2509_18274
243.0454712630992,54.87216756705908,2509_18274
34.96279747593837,-4.845304380626363,2509_18274
36.99301702158426,-4.2357944737356,2509_18274
351.73698764470686,-0.4205666225157505,2509_18274
242.818031904128,55.61238549341435,2509_18274
35.608857797484866,-5.427547303678503,2509_18274
353.4673860924785,0.0246288179988597,2509_18274
243.6549529506731,53.55210683692722,2509_18274
35.693188785741306,-4.0208222335049655,2509_18274
352.7610500190978,-1.215357388223733,2509_18274
36.32913230629244,-4.762078010131382,2509_18274
242.79873049024297,55.58079070955356,2509_18274
350.9963309713746,0.3556806563124046,2509_18274
148.6694369404261,1.0972157021881113,2509_18274
35.506557736672896,-4.459014454974493,2509_18274
36.96766853286392,-4.217546330323047,2509_18274
351.97866539205216,0.1650996310101767,2509_18274
35.286704000060304,-5.390548239685986,2509_18274
35.43284293078552,-3.873045756699296,2509_18274
150.1050669926445,2.985747852437301,2509_18274
352.7085839898841,-1.502651364002962,2509_18274
37.40587344903142,-4.899554790252644,2509_18274
36.001044423565574,-3.8956293734363654,2509_18274
243.7480817978811,56.40888208774104,2509_18274
240.9571909143234,54.722429778441544,2509_18274
35.24126068216561,-4.523408696180925,2509_18274
35.8190820740019,-5.208290175933446,2509_18274
35.50380387302955,-4.953794355604653,2509_18274
243.8877272361159,56.363455956256274,2509_18274
352.54943861974743,-0.0082401148762245,2509_18274
36.390966002868325,-5.759155398667181,2509_18274
350.52127920675684,-0.7744514792181307,2509_18274
242.33987363309996,53.24750761306546,2509_18274
242.90007461753743,53.410218709981955,2509_18274
34.47713272732868,-5.442987820368987,2509_18274
245.30715360590284,55.317551608532945,2509_18274
352.09865280117583,-1.2252397293642785,2509_18274
244.26287410480165,55.08336791762364,2509_18274
34.460957281547024,-4.075035168847866,2509_18274
36.43574809477395,-5.778614846369481,2509_18274
243.9516496036677,53.55304198194893,2509_18274
242.85267612442203,55.54616782381641,2509_18274
352.9545447241915,-0.0854038130923551,2509_18274
241.7885092195112,54.40792241046547,2509_18274
37.25430550077141,-3.9829064350600776,2509_18274
148.75623073519878,1.0690922548536304,2509_18274
244.46433098057503,55.11572168440706,2509_18274
353.3940461298503,-0.0463378914378534,2509_18274
244.0151670733196,54.967019633701035,2509_18274
353.0894062335302,-0.4159440017890049,2509_18274
242.63222974822216,55.80604412888089,2509_18274
35.48269046623634,-4.876731437572417,2509_18274
352.76947553867586,0.5133956436246502,2509_18274
148.63142135958586,1.4316124462678008,2509_18274
151.524611469685,2.804442969681778,2509_18274
240.78460254789857,55.5441731979676,2509_18274
151.16558497117632,2.376144111965131,2509_18274
37.09064919172878,-4.880814699631987,2509_18274
150.75359204858688,0.7559283022162784,2509_18274
353.47502937719025,0.6824423513680995,2509_18274
35.56250340221727,-3.4709175743568452,2509_18274
243.12215818148476,56.31917175276397,2509_18274
240.1754580039241,54.655014924703046,2509_18274
37.05390809142501,-4.545268292335687,2509_18274
150.89034295755286,2.8786710697623623,2509_18274
35.15657487807937,-4.423198908748145,2509_18274
241.53524352156705,55.47004486547327,2509_18274
351.26641466636266,-0.903460358478497,2509_18274
243.3193175080986,56.7735279451285,2509_18274
352.51315464516097,-0.195630449421694,2509_18274
36.58978706641912,-4.3065840719264274,2509_18274
243.3022454873755,55.28842512569609,2509_18274
35.59030789986123,-3.912302719973499,2509_18274
150.67165983779944,2.9627655049958155,2509_18274
36.43038317701644,-4.943873474290736,2509_18274
36.609452797527744,-3.9988155089655377,2509_18274
148.86692088830972,1.662985759235979,2509_18274
36.4433306848245,-5.200238864945933,2509_18274
351.7775231622115,-0.4000024015925815,2509_18274
35.514577487596476,-4.347546371935891,2509_18274
241.34606927926623,55.21427957192827,2509_18274
37.54986550022365,-4.3789511388029485,2509_18274
36.8238364464872,-5.019498236056306,2509_18274
352.93513512277895,0.3423012305718422,2509_18274
243.92066818227104,53.77093948313155,2509_18274
37.212865233015734,-4.857960403659433,2509_18274
36.940683460484856,-5.134703952700852,2509_18274
352.49555359657006,-0.777900214174883,2509_18274
243.07030657647203,56.060973021437704,2509_18274
353.1086420516522,0.821321530764376,2509_18274
350.80494954155233,-0.3264788514105484,2509_18274
242.7157237163295,55.60731386490702,2509_18274
244.25287189621704,55.76183978707712,2509_18274
241.4109675439612,56.30164454905854,2509_18274
36.49620794970744,-4.5513176160113895,2509_18274
35.1979330906812,-4.204028667620294,2509_18274
243.3390434545376,53.277352200564515,2509_18274
35.750309374041386,-4.1192342272068485,2509_18274
148.455861992597,1.4651185672142752,2509_18274
149.53984326172306,3.453493194080688,2509_18274
243.53842984885105,55.804538179359874,2509_18274
149.76021344835752,3.1709025246214777,2509_18274
34.27218003408518,-4.30072281868163,2509_18274
242.38181771851688,55.483990750761635,2509_18274
37.634610123325295,-4.431524261579407,2509_18274
242.0816716426068,55.553970851945664,2509_18274
352.008356708677,0.0436390261986234,2509_18274
242.26144777741763,55.327743304069855,2509_18274
244.81400620487236,55.22936095071644,2509_18274
35.79639625488486,-5.349625354124262,2509_18274
243.5344649086701,54.765115690721686,2509_18274
34.479795158020586,-5.453146013035412,2509_18274
36.49643574264615,-4.972303966463478,2509_18274
242.8379659928045,55.552321115091544,2509_18274
35.33046523751274,-5.710168915208351,2509_18274
245.32051363090193,55.29373034753711,2509_18274
241.7916511882651,56.35032586926,2509_18274
350.679309291646,-0.934078987221288,2509_18274
35.29714802907917,-5.776491429678759,2509_18274
35.06059743909522,-3.9619682727644454,2509_18274
240.68744297758616,54.53351078308891,2509_18274
149.4161472930621,2.556695289865622,2509_18274
35.869379559637395,-4.172117554391863,2509_18274
243.6068474826302,56.66992240678158,2509_18274
35.673535240781796,-3.756178204969305,2509_18274
351.96520891352884,-0.0535844838583435,2509_18274
34.901660465752514,-3.800115656122948,2509_18274
36.99667175966482,-4.825566161822016,2509_18274
34.8513374254259,-5.5465839846269205,2509_18274
353.18191467265507,-0.4320617595257148,2509_18274
241.7875690712425,54.82957949807096,2509_18274
352.6469627418146,-0.2725561799932346,2509_18274
33.95558861900981,-4.702938668893755,2509_18274
240.4523222362548,54.83353560295676,2509_18274
242.14758873817715,55.281596458685904,2509_18274
245.3856749691464,55.2165163074588,2509_18274
150.534368754055,2.382129360154745,2509_18274
243.5237522350733,54.66599280497225,2509_18274
242.6227205858586,53.62082930496767,2509_18274
149.75373433114032,3.5111696786908855,2509_18274
34.67888848359488,-5.046173890152472,2509_18274
35.551649869614515,-4.240777719397615,2509_18274
353.1342611686247,-0.5064617752603906,2509_18274
36.34184843028356,-5.379363896495911,2509_18274
149.2397472176659,3.07366615768915,2509_18274
351.79781758349844,-0.6865826614886817,2509_18274
241.6878331475309,53.58821990913184,2509_18274
241.60490375661345,54.078064682308344,2509_18274
36.61509252918904,-4.0871571063343985,2509_18274
149.266548256752,2.5792255107856352,2509_18274
149.36434658190782,3.6785205063332103,2509_18274
36.57949744236514,-4.004144254334398,2509_18274
242.95942234590856,55.99072936629471,2509_18274
149.4608458783204,0.7953662565043682,2509_18274
241.40766801464463,55.22109668202958,2509_18274
242.35787731988708,53.25247663778662,2509_18274
37.04084435196935,-4.847227488442873,2509_18274
243.89730416374056,55.26178015906493,2509_18274
244.61195921274577,54.90531017081856,2509_18274
352.2285067075539,0.0032795866348373,2509_18274
37.16594124093032,-4.116197144746717,2509_18274
148.89613822966393,2.416508186693531,2509_18274
148.9562444306507,0.9502076054410846,2509_18274
244.84647456914496,54.495386464583646,2509_18274
34.914410401286254,-4.888545141281415,2509_18274
243.2585564684095,53.19057547311595,2509_18274
243.80834187403417,54.50443020077519,2509_18274
35.605182650655536,-5.425821360583881,2509_18274
37.44791058003701,-4.147316979535537,2509_18274
243.51060511842417,55.55263571072916,2509_18274
35.742510285102384,-4.385560903231733,2509_18274
241.40968387278016,54.91862922599681,2509_18274
244.33472643157225,55.083951798149904,2509_18274
36.807682630062175,-3.825406278761162,2509_18274
37.10972403328569,-5.107974524247643,2509_18274
150.3620423077083,2.758816292104324,2509_18274
150.8155999887304,1.1622075188446226,2509_18274
352.7809163412795,-0.6459903842077072,2509_18274
35.61318212128688,-5.092504745962971,2509_18274
36.19772182758341,-4.625396177284327,2509_18274
35.06627467521617,-4.0848843480948664,2509_18274
151.17329650655256,3.350558961183908,2509_18274
149.8156624902302,0.9673198509907804,2509_18274
353.32564341046896,0.6962294956051287,2509_18274
149.20633562798164,1.2708089444161972,2509_18274
150.04969641663988,2.2171484808804984,2509_18274
240.89616874231115,54.333825619093574,2509_18274
351.2117075829659,-0.6400862851588844,2509_18274
353.18763016981256,-0.9793796966607344,2509_18274
243.78626532548833,55.05260870688406,2509_18274
240.8616173824188,54.90360407968,2509_18274
352.26167591734037,-0.6934239778964508,2509_18274
150.80829910706328,0.9185810171709534,2509_18274
243.7620696188963,54.278561696305175,2509_18274
351.57918443903964,0.4816297836742926,2509_18274
352.4934338832637,-0.7777179057097009,2509_18274
37.46540345361153,-4.137994934808165,2509_18274
36.38995194114477,-5.763568969285317,2509_18274
241.91512141857527,54.26477401609743,2509_18274
149.2791939891434,3.532708567894146,2509_18274
241.98543179533203,56.05155991457658,2509_18274
36.799718399801954,-5.071246595256687,2509_18274
350.930199290175,-0.3080114322844932,2509_18274
243.76259773168897,54.70818358219566,2509_18274
351.018814655588,-1.137843751463571,2509_18274
37.05646015834791,-4.825057632057802,2509_18274
351.8978605735768,-0.7567655062370493,2509_18274
242.65381552628216,53.51644793192155,2509_18274
244.02005117274064,53.62737177238861,2509_18274
35.26804560952261,-4.778476500731531,2509_18274
36.0208477103261,-3.927311788971536,2509_18274
353.1338986961294,-0.7435680995519252,2509_18274
35.87052174261807,-5.767501078462048,2509_18274
243.0791294329954,54.16053077890481,2509_18274
352.9479134944303,0.9175358933188428,2509_18274
352.07389510617986,-0.9154451039262448,2509_18274
353.60659189105655,0.8645497477968298,2509_18274
245.4137258036218,54.961946637682864,2509_18274
244.11694872226835,54.46899169209465,2509_18274
35.505553698437446,-5.625801348959054,2509_18274
243.1268158284289,55.87269635081737,2509_18274
148.95703273637085,1.197209241821644,2509_18274
241.4257867235627,53.74086282777304,2509_18274
241.7925185294867,56.58751379364514,2509_18274
36.994986331126704,-4.017227238297015,2509_18274
149.40579193930458,2.550880867163338,2509_18274
37.30268057264584,-4.241039939109284,2509_18274
351.9630632499201,-1.1012584655024005,2509_18274
352.08636913528244,-0.0100000064085984,2509_18274
241.4382907570216,55.01980623065378,2509_18274
35.46046567362414,-4.051811642338305,2509_18274
242.52118568743177,53.80485937843981,2509_18274
36.012991309132886,-3.461863194124315,2509_18274
35.42132663273972,-4.1272122332855234,2509_18274
353.0588936515345,0.5940892178484087,2509_18274
35.81708424700619,-3.9861292858962702,2509_18274
352.3810871689021,-0.4648956447744187,2509_18274
241.4305998095848,55.95365519526008,2509_18274
35.81585013237837,-5.965018285789606,2509_18274
243.6263177311094,55.15067650070791,2509_18274
150.61337895061024,1.5465179408962837,2509_18274
351.54883172980215,-0.2911224345624831,2509_18274
148.81976581761992,1.7682689717933089,2509_18274
151.22094529050835,3.5642944623249604,2509_18274
241.9902951010843,53.61322697298054,2509_18274
149.7695408428065,3.203011101964262,2509_18274
150.28729389857486,1.5667568010006423,2509_18274
241.79392107501545,56.35096033394382,2509_18274
243.653531257056,56.525502430115694,2509_18274
149.15219373578248,2.877736188181653,2509_18274
36.685934210732405,-3.938597046395029,2509_18274
36.8342662052143,-4.165227581292816,2509_18274
352.8378232863017,0.6906651232264007,2509_18274
35.714440665259346,-4.047231250705308,2509_18274
37.11663061163724,-4.35983198563578,2509_18274
243.11789182015468,54.83696454082885,2509_18274
37.23116434019333,-4.003349671915926,2509_18274
241.7837332356,55.650659021961125,2509_18274
150.75089857800063,2.3477845141448928,2509_18274
35.10706631759419,-3.641866148737108,2509_18274
352.8501371781334,-0.9557673208679716,2509_18274
151.0057801374087,1.800522704131695,2509_18274
243.75220862813228,56.64265651257213,2509_18274
34.879018565060285,-4.508780488487383,2509_18274
37.35801622976036,-4.744529592007618,2509_18274
351.96842782295795,0.5196753652342441,2509_18274
35.92268308288793,-4.94080651548575,2509_18274
34.113629169163275,-4.721522535147148,2509_18274
36.74969691629786,-4.787639813351441,2509_18274
151.8069326788345,2.9025333540430376,2509_18274
351.5949101613036,0.4651255853443063,2509_18274
351.5192860191756,0.4634500135676061,2509_18274
34.974263251165056,-4.952814132361651,2509_18274
350.53375398517187,-0.3307936332168519,2509_18274
36.81103365302832,-4.1325317644516355,2509_18274
352.3953302343067,-1.273279985237728,2509_18274
350.94901752264724,-0.4524570612285827,2509_18274
353.007312743338,-0.9518935608965474,2509_18274
37.161965279422816,-3.757985474512465,2509_18274
240.7642807556095,55.49712170180071,2509_18274
350.5560119073381,-1.2571201752710883,2509_18274
34.26669080377794,-4.256699568060909,2509_18274
35.22975883018235,-4.47680261481827,2509_18274
352.37070699216434,-0.1200887330119028,2509_18274
242.1621192734762,55.40785006539313,2509_18274
37.26875782408948,-4.8396951659145095,2509_18274
33.93298010527774,-4.846563220684819,2509_18274
352.5025117851227,-1.0267384362901704,2509_18274
35.871441304380845,-4.535995482486017,2509_18274
34.831715443373106,-4.556651839148607,2509_18274
149.5217394606544,3.3931527726826136,2509_18274
37.262353942323855,-4.032247733978243,2509_18274
243.7046937839148,55.82088277749682,2509_18274
244.3765691182612,55.13500986057105,2509_18274
240.78604318622777,54.551789282484904,2509_18274
150.12758796850872,1.2925381493162396,2509_18274
350.97603497146144,-0.4907917956976613,2509_18274
35.74266623761149,-3.505718924637698,2509_18274
242.95427746986655,53.36300352778048,2509_18274
37.17979769698725,-4.713024783167788,2509_18274
37.023084308303936,-3.77466864153485,2509_18274
36.248231508368086,-4.297342539696467,2509_18274
244.11936337917953,54.46887219605466,2509_18274
37.35431176620841,-3.8440026008539,2509_18274
244.0306901774095,55.67577471938379,2509_18274
149.7312957810941,1.0524845229735982,2509_18274
241.48765077527716,53.57666124725627,2509_18274
149.1020397300466,3.254454796514762,2509_18274
243.32557634782503,55.644997904094616,2509_18274
36.687873470855195,-4.9640061900254695,2509_18274
36.580463128107446,-4.185262578822774,2509_18274
351.004341361128,-0.3177272889558019,2509_18274
35.33153835264088,-5.611611537507398,2509_18274
150.22702657718608,2.6514307159453403,2509_18274
